0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
hong,kong,protesters,hit,pause,to,mark,911,attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coronavirus,10,times,more,deadly,than,swine,flu,says,who,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,dept,is,working,to,id,erdogan,bodyguards,who,beat,up,protesters,in,dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coronavirus,could,trigger,biggest,fall,in,carbon,emissions,since,world,war,two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
church,of,england,forgave,paedophiles,and,allowed,them,to,continue,working,with,children,inquiry,finds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukrainianfounded,grammarly,is,donating,all,the,money,it,made,in,russia,since,2014,creating,a,5,million,fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
after,102,days,covidfree,new,zealand,reports,its,first,cases,of,community,transmission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iceland,does,what,the,us,wont,26,top,bankers,sent,to,prison,for,role,in,financial,crisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,senate,unanimously,passes,hong,kong,rights,bill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sudan,ratifies,law,criminalizing,female,genital,mutilation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new,zealand,will,ban,young,people,from,ever,being,able,to,purchase,tobacco,in,their,lifetimes,under,new,plans,to,make,new,zealand,smokefree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,no,longer,recognizes,lukashenko,as,president,of,belarus,after,rigged,election,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paedophile,hunters,do,not,violate,right,to,privacy,uk,supreme,court,rules,as,convicts,appeal,dismissed,the,interests,of,children,have,priority,over,any,interest,a,paedophile,could,have,in,being,allowed,to,engage,in,criminal,conduct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kremlin,critic,alexey,navalny,in,court,ridicules,claims,he,failed,to,contact,authorities,while,in,a,coma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costa,rica,went,300,days,using,only,renewable,energy,beating,their,own,2015,record,of,of,299,days,on,renewable,energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
student,in,peru,makes,history,by,writing,thesis,in,the,incas,language,a,doctoral,student,in,peru,has,made,history,by,becoming,the,first,person,to,write,and,defend,a,thesis,in,quechua,the,language,of,the,incas,which,is,still,spoken,by,millions,of,people,in,the,andes,0,0,0,0,0,0,0,0,0,0
uk,wants,to,house,ukraine,refugees,in,russian,oligarch,mansions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canadian,prime,minister,justin,trudeau,on,monday,said,he,wanted,police,forces,across,the,country,to,wear,body,cameras,to,help,overcome,what,he,said,was,public,distrust,in,the,forces,of,law,and,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
china,tells,donald,trump,there,is,an,international,responsibility,to,act,over,climate,change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massive,investigation,reveals,ivankas,business,ties,to,a,russian,fraudster,in,a,deal,for,a,panama,hotel,that,made,trump,rich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,house,approves,hong,kong,human,rights,and,democracy,act,with,senate,vote,next,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexicos,president,called,off,a,white,house,visit,after,trump,refused,to,say,publicly,that,mexico,wont,pay,for,the,border,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hong,kong,protesters,rally,against,chinas,uighur,crackdown,many,hong,kongers,are,watching,the,scale,of,chinas,crackdown,in,xinjiang,with,fear,a,protest,in,support,of,the,uighurs,was,violently,put,down,by,riot,police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unvaccinated,tourists,wont,be,welcome,in,canada,for,quite,a,while,pm,trudeau,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hong,kong,government,will,prioritize,bill,to,make,booing,chinas,national,anthem,punishable,by,prison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,people,return,to,ukraine,from,abroad,most,of,them,men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,defends,abandoning,kurds,by,saying,they,didnt,help,us,in,wwii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
father,at,centre,of,measles,outbreak,didnt,vaccinate,children,due,to,autism,fears,cbc,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taiwan,election,tsai,ingwen,wins,second,presidential,term,beating,beijingfriendly,rival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volodymyr,zelenskiy,the,comedian,who,last,week,won,ukraines,presidential,election,has,dismissed,an,offer,by,vladimir,putin,to,provide,passports,to,ukrainians,and,pledged,instead,to,grant,citizenship,to,russians,who,suffer,under,the,kremlins,rule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
most,germans,will,be,vaccinated,cured,or,dead,by,winter,end,says,minister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cannabis,may,pose,a,longterm,risk,to,the,alcohol,industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,white,house,associate,george,nader,was,convicted,of,child,porn,charges,in,virgina,and,in,2003,he,was,convicted,on,10,counts,of,sexually,abusing,underage,boys,in,the,czech,republic,the,ap,reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ireland,private,hospitals,will,be,made,public,for,duration,of,pandemic,the,state,will,take,control,of,all,private,hospital,facilities,health,minister,patients,with,this,virus,will,be,treated,for,free,and,theyll,be,treated,as,part,of,a,single,national,hospital,service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,embassy,warns,americans,to,leave,russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany,bans,farright,pronazi,group,police,raid,homes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irans,use,of,electric,shocks,on,gay,children,is,torture,says,un,report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coronavirus,france,and,germany,have,announced,second,national,lockdowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dna,test,shows,subways,ovenroasted,chicken,is,only,50,percent,chicken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boris,johnsons,conservative,party,has,received,cash,from,nine,russian,donors,named,in,a,suppressed,intelligence,report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
civil,rights,pioneer,viola,desmond,a,black,woman,who,refused,to,leave,the,whitesonly,section,of,a,canadian,movie,theatre,in,1946,nearly,a,decade,before,rosa,parkss,act,of,defiance,has,been,honoured,on,the,countrys,newest,10,bill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amazon,reportedly,tried,to,shut,down,a,virtual,event,for,workers,to,speak,out,about,the,companys,coronavirus,response,by,deleting,employees,calendar,invites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video,sparks,fears,hong,kong,protesters,being,loaded,on,train,to,china,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok,reportedly,waited,nearly,3,hours,to,call,police,in,brazil,after,a,teens,death,was,livestreamed,on,the,platform,but,the,company,notified,its,own,pr,team,almost,immediately,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carnival,slapped,with,a,20,million,fine,after,it,was,caught,dumping,trash,into,the,ocean,again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
france,becomes,first,country,in,europe,to,ban,all,five,pesticides,killing,bees,france,will,take,a,radical,step,towards,protecting,its,dwindling,bee,population,on,saturday,by,becoming,the,first,country,in,europe,to,ban,all,five,pesticides,researchers,believe,are,killing,off,the,insects,0,0,0,0,0,0,0,0,0,0,0,0,0
mueller,draft,report,says,trump,helped,putin,destabilize,the,united,states,watergate,journalist,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,is,worst,perpetrator,of,false,information,in,america,un,official,monitoring,freedom,of,expression,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boris,johnson,to,make,protests,that,cause,annoyance,illegal,with,prison,sentences,of,up,to,10,years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kazakhstan,abolishes,death,penalty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraine,president,zelenskyy,signs,application,for,eu,membership,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coronavirus,patients,who,refuse,to,selfisolate,face,murder,charges,in,italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,of,the,worlds,population,is,now,under,quarantine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cisco,systems,pulled,out,of,russia,and,destroyed,2342m,worth,of,equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with,systemic,violations,of,worker,rights,us,comes,in,dead,last,in,labor,rankings,of,wealthy,nations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impeachment,to,go,ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
china,has,refused,repeated,requests,by,the,world,health,organisation,to,take,part,in,investigations,into,the,origins,of,covid19,a,who,representative,in,china,has,told,sky,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,foreign,minister,accuses,west,of,considering,nuclear,war,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jair,bolsonaro,is,denounced,in,the,hague,for,genocide,and,crimes,against,humanity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
un,votes,resoundingly,to,reject,trumps,recognition,of,jerusalem,as,capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
china,invents,rice,that,can,grow,in,salt,water,can,feed,over,200,million,people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
switzerland,may,renounce,neutrality,to,provide,military,aid,to,ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hong,kong,enters,recession,as,protests,show,no,sign,of,relenting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,govt,set,to,legalize,medical,marijuana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lithuanias,prime,minister,says,ukrainians,should,get,all,the,weapons,they,want,because,they,are,dying,for,europes,safety,were,just,losing,some,money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belarusian,foreign,minister,died,by,suicide,after,meeting,putins,officials,report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hacker,group,releases,128gb,of,data,showing,russias,wideranging,illegal,surveillance,of,citizens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,opposition,politician,and,putin,critic,alexei,navalny,has,died,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wagner,boss,prigozhin,killed,in,plane,crash,in,russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
its,official,sweden,to,join,nato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elon,musks,x,is,biggest,outlet,of,russia,disinformation,eu,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
australia,wants,to,force,cats,to,stay,inside,or,give,them,a,curfew,because,they,are,murdering,so,many,other,animals,they,are,a,threat,to,the,countrys,biodiversity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior,us,lawmaker,confirms,egypt,warned,israel,3,days,before,onslaught,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mongolias,former,president,mocks,putin,with,a,map,showing,how,big,the,mongol,empire,used,to,be,and,how,small,russia,was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,lander,successfully,touches,down,on,moon,for,first,time,in,over,50,years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rworldnews,live,thread,russian,invasion,of,ukraine,day,734,part,1,thread,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rworldnews,live,thread,for,israelhamas,war,thread,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poland,warns,us,house,speaker,mike,johnson,youre,to,blame,if,russia,advances,in,ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zelensky,losing,to,putin,is,the,same,as,death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frances,macron,says,sending,troops,to,ukraine,cannot,be,ruled,out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
israel,plans,to,transfer,warning,systems,for,missile,attacks,to,ukraine,un,envoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spains,plan,to,ban,domestic,flights,where,you,can,take,a,train,in,under,two,and,half,hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
police,banned,from,sydney,mardi,gras,after,gay,couple,murder,case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macron,refuses,to,rule,out,putting,troops,on,ground,in,ukraine,in,call,to,galvanise,europe,ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macron,says,russian,defeat,in,ukraine,vital,for,security,in,europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russia,bans,gasoline,exports,for,6,months,from,march,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,visitors,allegedly,barred,from,airbus,german,military,plane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
france,bans,steak,label,on,vegetarian,products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biden,hopes,for,a,ceasefire,in,gaza,next,monday,we,are,close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putins,allies,accused,of,plotting,another,russian,landgrab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,student,found,guilty,of,burning,quran,sentenced,to,35,years,in,prison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
western,troops,on,the,ground,in,ukraine,is,not,ruled,out,in,the,future,french,leader,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macron,announces,coalition,to,send,kyiv,longrange,missiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweden,joins,nato,leaders,hail,membership,as,win,for,west,against,russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russias,2024,election,interference,has,already,begun,moscow,is,spreading,disinformation,about,joe,biden,and,other,democrats,to,lessen,us,military,aid,to,ukraine,and,us,support,for,nato,former,us,officials,and,cyber,experts,say,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
european,parliament,approves,50,billion,euro,package,for,ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airbus,apologises,after,chinese,visitors,allegedly,barred,from,military,plane,at,singapore,airshow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microplastics,found,in,every,human,placenta,tested,in,study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poland,calls,for,transfer,of,frozen,russian,assets,to,ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eu,introduces,10,year,prison,sentences,for,environmental,crimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
houthis,knock,out,underwater,cables,linking,europe,to,asia,report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraines,air,force,downs,another,russian,su34,fighter,jet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyt,cia,network,of,bases,in,ukraine,at,risk,if,us,does,not,pass,aid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexico,city,may,be,just,months,away,from,running,of,out,water,cnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new,zealand,set,to,scrap,worldfirst,tobacco,ban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,million,animals,dead,as,extreme,winter,weather,hits,mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
